date,team1,team2,winner,Year,Team,MatchPlayed,MatchWon,Matchlost,,
5/21/2016,Gujarat Lions,Mumbai Indians,Gujarat Lions,,,,,,,
5/22/2016,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,
5/22/2016,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,,,,,,,
5/24/2016,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,,,,,,,
5/25/2016,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,,,
5/27/2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
5/29/2016,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
4/5/2017,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,
4/6/2017,Rising Pune Supergiants,Mumbai Indians,Rising Pune Supergiants,,,,,,,
4/7/2017,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
4/8/2017,Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,,,,,,,
4/8/2017,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,
4/9/2017,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,,,,,,,
4/9/2017,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,,,,,,,
4/10/2017,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,,,,,,,
4/11/2017,Rising Pune Supergiants,Delhi Daredevils,Delhi Daredevils,,,,,,,
4/12/2017,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,,,,,,,
4/13/2017,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,,,,,,,
4/14/2017,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,,,,,,,
4/14/2017,Gujarat Lions,Rising Pune Supergiants,Gujarat Lions,,,,,,,
4/15/2017,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,
4/15/2017,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,,,,,,,
4/16/2017,Mumbai Indians,Gujarat Lions,Mumbai Indians,,,,,,,
4/16/2017,Royal Challengers Bangalore,Rising Pune Supergiants,Rising Pune Supergiants,,,,,,,
4/17/2017,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
4/17/2017,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,
4/18/2017,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,,,,,,,
4/19/2017,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,,,,,,,
4/20/2017,Kings XI Punjab,Mumbai Indians,Mumbai Indians,,,,,,,
4/21/2017,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,,,,,,,
4/22/2017,Mumbai Indians,Delhi Daredevils,Mumbai Indians,,,,,,,
4/22/2017,Rising Pune Supergiants,Sunrisers Hyderabad,Rising Pune Supergiants,,,,,,,
4/23/2017,Gujarat Lions,Kings XI Punjab,Kings XI Punjab,,,,,,,
4/23/2017,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,,,,,,,
4/24/2017,Mumbai Indians,Rising Pune Supergiants,Rising Pune Supergiants,,,,,,,
4/26/2017,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
4/27/2017,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,,,,,,,
4/28/2017,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,,,,,,,
4/28/2017,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
4/29/2017,Rising Pune Supergiants,Royal Challengers Bangalore,Rising Pune Supergiants,,,,,,,
4/29/2017,Gujarat Lions,Mumbai Indians,Mumbai Indians,,,,,,,
4/30/2017,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,,,,,,,
4/30/2017,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,,,
5/1/2017,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,,,,,,,
5/1/2017,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,,,,,,,
5/2/2017,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,,,,,,,
5/3/2017,Kolkata Knight Riders,Rising Pune Supergiants,Rising Pune Supergiants,,,,,,,
5/4/2017,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,,,,,,,
5/5/2017,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,,,,,,,
5/6/2017,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,,,,,,,
5/6/2017,Delhi Daredevils,Mumbai Indians,Mumbai Indians,,,,,,,
5/7/2017,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
5/7/2017,Kings XI Punjab,Gujarat Lions,Gujarat Lions,,,,,,,
5/8/2017,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,,,,,,,
5/9/2017,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,,,,,,,
5/10/2017,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,,,,,,,
5/11/2017,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,,,,,,,
5/12/2017,Delhi Daredevils,Rising Pune Supergiants,Delhi Daredevils,,,,,,,
5/13/2017,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
5/13/2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,,,,,,,
5/14/2017,Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,,,,,,,
5/14/2017,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,,,,,,,
5/16/2017,Mumbai Indians,Rising Pune Supergiants,Rising Pune Supergiants,,,,,,,
5/17/2017,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
5/19/2017,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,,,,,,,
5/21/2017,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,,,,,,,
4/7/2018,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,,,,,,,
4/8/2018,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,,,,,,,
4/8/2018,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,,,,,,,
4/9/2018,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,,,,,,,
4/10/2018,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,
4/11/2018,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,,,,,,,
4/12/2018,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,,,,,,,
4/13/2018,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,,,,,,,
4/14/2018,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,,,,,,,
4/14/2018,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
4/15/2018,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,,,,,,,
4/15/2018,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,,,,,,,
4/16/2018,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,,,,,,,
4/17/2018,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,,,,,,,
4/18/2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
4/19/2018,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,,,,,,,
4/20/2018,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,,,,,,,
4/21/2018,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,,,,,,,
4/21/2018,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,
4/22/2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,,,,,,,
4/22/2018,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,,,,,,,
4/23/2018,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,,,,,,,
4/24/2018,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
4/25/2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,,,,,,,
4/26/2018,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,
4/27/2018,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,,,,,,,
4/28/2018,Chennai Super Kings,Mumbai Indians,Mumbai Indians,,,,,,,
4/29/2018,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
4/29/2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
4/30/2018,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,,,,,,,
5/1/2018,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,,,,,,,
5/2/2018,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,,,,,,,
5/3/2018,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,,,,,,,
5/4/2018,Kings XI Punjab,Mumbai Indians,Mumbai Indians,,,,,,,
5/5/2018,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,
5/5/2018,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,,,,,,,
5/6/2018,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,,,,,,,
5/6/2018,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,,,,,,,
5/7/2018,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,
5/8/2018,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,,,,,,,
5/9/2018,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,,,,,,,
5/10/2018,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
5/11/2018,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,,,,,,,
5/12/2018,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
5/12/2018,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,,,,,,,
5/13/2018,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,
5/13/2018,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,,,,,,,
5/14/2018,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,,,,,,,
5/15/2018,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,,,,,,,
5/16/2018,Mumbai Indians,Kings XI Punjab,Mumbai Indians,,,,,,,
5/17/2018,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,
5/18/2018,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,,,,,,,
5/19/2018,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,,,,,,,
5/19/2018,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
5/20/2018,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,,,,,,,
5/20/2018,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,,,,,,,
5/22/2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,,,,,,,
5/23/2018,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,,,,,,,
5/25/2018,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
5/27/2018,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,
3/23/2019,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,
3/24/2019,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,
3/24/2019,Mumbai Indians,Delhi Capitals,Delhi Capitals,,,,,,,
3/25/2019,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,,,,,,,
3/26/2019,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,,,,,,,
3/27/2019,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,,,,,,,
3/28/2019,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,,,,,,,
3/29/2019,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,,,,,,,
3/30/2019,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,,,,,,,
3/30/2019,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,,,,,,,
3/31/2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,
3/31/2019,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,,,,,,,
4/1/2019,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,,,,,,,
4/2/2019,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,,,,,,,
4/3/2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,,,,,,,
4/4/2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
4/5/2019,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
4/6/2019,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,,,,,,,
4/6/2019,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,,,,,,,
4/7/2019,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,,,,,,,
4/7/2019,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
4/8/2019,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,,,,,,,
4/9/2019,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,
4/10/2019,Mumbai Indians,Kings XI Punjab,Mumbai Indians,,,,,,,
4/11/2019,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,,,,,,,
4/12/2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,,,,,,,
4/13/2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,,,,,,,
4/13/2019,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,,,,,,,
4/14/2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,,,,,,,
4/14/2019,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,,,,,,,
4/15/2019,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,,,,,,,
4/16/2019,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,,,,,,,
4/17/2019,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,,,,,,,
4/18/2019,Delhi Capitals,Mumbai Indians,Mumbai Indians,,,,,,,
4/19/2019,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,,,,,,,
4/20/2019,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,,,,,,,
4/20/2019,Delhi Capitals,Kings XI Punjab,Delhi Capitals,,,,,,,
4/21/2019,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,,,
4/21/2019,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,
4/22/2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,,,,,,,
4/23/2019,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,
4/24/2019,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,,,,,,,
4/25/2019,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,,,,,,,
4/26/2019,Chennai Super Kings,Mumbai Indians,Mumbai Indians,,,,,,,
4/27/2019,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,,,,,,,
4/28/2019,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,,,,,,,
4/28/2019,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,,,,,,,
4/29/2019,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,
4/30/2019,Royal Challengers Bangalore,Rajasthan Royals,NA,,,,,,,
5/1/2019,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,,,,,,,
5/2/2019,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,,,,,,,
5/3/2019,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
5/4/2019,Delhi Capitals,Rajasthan Royals,Delhi Capitals,,,,,,,
5/4/2019,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,
5/5/2019,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,,,,,,,
5/5/2019,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,,,,,,,
5/7/2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,,,,,,,
5/8/2019,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,,,,,,,
5/10/2019,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,,,,,,,
5/12/2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,,,,,,,
9/19/2020,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,,,,,,,
9/20/2020,Delhi Capitals,Kings XI Punjab,Delhi Capitals,,,,,,,
10/21/2020,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,,,,,,,
11/3/2020,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
9/22/2020,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,,,,,,,
10/24/2020,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,,,,,,,
10/24/2020,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,,,,,,,
10/28/2020,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,,,,,,,
10/9/2020,Delhi Capitals,Rajasthan Royals,Delhi Capitals,,,,,,,
10/7/2020,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,,,,,,,
10/31/2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
10/1/2020,Mumbai Indians,Kings XI Punjab,Mumbai Indians,,,,,,,
9/30/2020,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,,,,,,,
11/2/2020,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,,,,,,,
11/1/2020,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,,,,,,,
10/11/2020,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,,,,,,,
9/23/2020,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,,,,,,,
10/17/2020,Chennai Super Kings,Delhi Capitals,Delhi Capitals,,,,,,,
9/24/2020,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,,,,,,,
10/6/2020,Mumbai Indians,Rajasthan Royals,Mumbai Indians,,,,,,,
10/18/2020,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,
10/4/2020,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,,,,,,,
10/3/2020,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,,,,,,,
10/3/2020,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,,,,,,,
10/2/2020,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,,,,,,,
10/18/2020,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,,,,,,,
10/22/2020,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
10/5/2020,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,,,,,,,
10/26/2020,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,,,,,,,
10/23/2020,Chennai Super Kings,Mumbai Indians,Mumbai Indians,,,,,,,
10/17/2020,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,,,,,,,
10/10/2020,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,,,,,,,
10/27/2020,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,,,,,,,
10/10/2020,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,
10/16/2020,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,,,,,,,
9/27/2020,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,,,,,,,
10/13/2020,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,
10/11/2020,Delhi Capitals,Mumbai Indians,Mumbai Indians,,,,,,,
11/1/2020,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,,,,,,,
10/15/2020,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,,,,,,,
9/29/2020,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,,,,,,,
10/19/2020,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,,,,,,,
9/21/2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,
10/31/2020,Delhi Capitals,Mumbai Indians,Mumbai Indians,,,,,,,
10/29/2020,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,,,,,,,
10/30/2020,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,,,,,,,
10/4/2020,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,,,,,,,
9/25/2020,Delhi Capitals,Chennai Super Kings,Delhi Capitals,,,,,,,
10/12/2020,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,,,,,,,
10/25/2020,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,,,,,,,
10/8/2020,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,
10/14/2020,Delhi Capitals,Rajasthan Royals,Delhi Capitals,,,,,,,
10/25/2020,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,,,,,,,
9/26/2020,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,,,,,,,
10/20/2020,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,,,,,,,
9/28/2020,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,,,,,,,
11/5/2020,Mumbai Indians,Delhi Capitals,Mumbai Indians,,,,,,,
11/6/2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,,,,,,,
11/8/2020,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,,,,,,,
11/10/2020,Delhi Capitals,Mumbai Indians,Mumbai Indians,,,,,,,
